244.79870129870142, 780.7987012987013, 186.61688311688317, 666.0974025974026, 233.1623376623378, 504.8506493506493, 278.0454545454546, 692.6948051948052, 490.82467532467535, 764.1753246753246, 507.4480519480521, 963.6558441558441, 527.396103896104, 938.7207792207793, 475.8636363636365, 729.2662337662338, 327.9155844155845, 679.3961038961041
241.47402597402606, 780.7987012987013, 198.2532467532468, 666.0974025974026, 244.79870129870142, 508.17532467532465, 271.396103896104, 712.6428571428571, 492.48701298701303, 767.5, 487.5, 963.6558441558441, 534.0454545454547, 928.7467532467532, 482.5129870129872, 720.9545454545454, 329.57792207792215, 692.6948051948052
239.81168831168839, 789.1103896103896, 193.26623376623388, 669.4220779220778, 246.46103896103898, 494.87662337662334, 322.92857142857156, 754.2012987012989, 482.5129870129872, 774.1493506493508, 500.7987012987014, 983.6038961038963, 527.396103896104, 932.0714285714288, 484.1753246753249, 734.2532467532469, 361.1623376623377, 699.344155844156
248.12337662337666, 785.7857142857142, 179.96753246753258, 661.1103896103896, 241.47402597402606, 504.8506493506493, 294.6688311688313, 730.9285714285714, 475.8636363636365, 774.1493506493506, 495.8116883116884, 970.3051948051948, 544.0194805194806, 937.0584415584416, 499.13636363636374, 724.2792207792207, 339.5519480519481, 684.3831168831168
253.1103896103897, 785.7857142857142, 191.6038961038962, 654.461038961039, 241.47402597402606, 498.2012987012989, 281.37012987013, 707.6558441558443, 497.47402597402606, 767.5000000000002, 502.4610389610391, 980.2792207792211, 537.3701298701299, 928.7467532467534, 489.1623376623377, 732.5909090909092, 349.52597402597405, 674.4090909090911
246.46103896103898, 780.7987012987013, 203.24025974025983, 662.7727272727273, 238.1493506493507, 508.17532467532465, 304.6428571428572, 720.9545454545454, 474.2012987012988, 762.512987012987, 509.1103896103898, 975.2922077922078, 534.0454545454547, 922.0974025974026, 480.8506493506495, 724.2792207792207, 371.13636363636374, 691.0324675324675
244.79870129870142, 787.4480519480519, 204.9025974025975, 669.4220779220778, 244.79870129870142, 513.1623376623377, 288.01948051948057, 714.3051948051948, 482.5129870129872, 760.8506493506493, 504.12337662337677, 978.6168831168832, 537.3701298701299, 933.7337662337662, 494.1493506493507, 727.6038961038961, 361.1623376623377, 687.7077922077922
241.47402597402606, 779.1363636363636, 206.56493506493518, 666.0974025974026, 244.79870129870142, 501.52597402597405, 293.0064935064936, 684.3831168831168, 479.18831168831184, 769.1623376623377, 500.7987012987014, 970.3051948051948, 529.0584415584417, 920.4350649350649, 492.48701298701303, 730.9285714285714, 349.52597402597405, 679.3961038961039
244.79870129870142, 785.7857142857142, 193.26623376623388, 642.8246753246754, 264.7467532467533, 508.17532467532465, 289.68181818181824, 727.6038961038961, 490.82467532467535, 767.5, 494.1493506493507, 973.6298701298701, 519.0844155844156, 925.422077922078, 499.13636363636374, 732.5909090909091, 362.82467532467535, 682.7207792207791
258.0974025974027, 784.1233766233767, 209.88961038961043, 631.1883116883116, 268.07142857142867, 509.8376623376623, 309.62987012987026, 712.6428571428571, 497.47402597402606, 777.474025974026, 490.82467532467535, 970.3051948051948, 553.9935064935066, 942.0454545454545, 502.4610389610391, 739.2402597402597, 362.82467532467535, 681.0584415584416
244.79870129870142, 785.7857142857142, 198.2532467532468, 667.7597402597403, 258.0974025974027, 486.56493506493507, 293.0064935064936, 696.0194805194805, 495.8116883116884, 765.8376623376623, 487.5, 983.6038961038961, 529.0584415584417, 925.422077922078, 490.82467532467535, 720.9545454545454, 339.5519480519481, 672.7467532467532
256.43506493506504, 775.8116883116883, 203.24025974025983, 657.7857142857142, 253.1103896103897, 489.8896103896103, 304.6428571428572, 724.2792207792207, 500.7987012987014, 772.4870129870129, 500.7987012987014, 960.3311688311688, 507.4480519480521, 920.4350649350649, 480.8506493506495, 732.5909090909091, 354.5129870129871, 689.3701298701299
254.77272727272737, 780.7987012987013, 199.91558441558448, 662.7727272727273, 269.73376623376635, 489.8896103896103, 322.92857142857156, 720.9545454545454, 489.1623376623377, 764.1753246753246, 497.47402597402606, 976.9545454545455, 519.0844155844156, 910.461038961039, 495.8116883116884, 722.6168831168831, 362.82467532467535, 689.3701298701299
261.42207792207796, 785.7857142857142, 203.24025974025983, 669.4220779220778, 258.0974025974027, 506.51298701298697, 283.03246753246765, 696.0194805194805, 495.8116883116884, 785.7857142857144, 510.77272727272725, 966.9805194805197, 487.5, 917.1103896103898, 479.18831168831184, 737.5779220779223, 346.2012987012988, 689.3701298701301
263.08441558441564, 779.1363636363636, 213.21428571428578, 666.0974025974026, 258.0974025974027, 513.1623376623377, 289.68181818181824, 724.2792207792207, 484.1753246753249, 767.5, 502.4610389610391, 978.6168831168832, 482.5129870129872, 930.4090909090909, 492.48701298701303, 734.2532467532467, 347.8636363636365, 697.6818181818181
















































































































































